marka,model,raw_real_count,train_real_count,unique_year_count,min_year,max_year,min_km,median_km,max_km,min_price,median_price,max_price,price_cv,price_age_corr,current_hp_support,current_hp_source,current_hp_method,source_distribution,arabam_count,kaggle_count,in_ui_catalog,synthetic_candidate,priority,recommended_synthetic_count,reason,synthetic_safe,safety_reason,interpolation_year_range,interpolation_km_range,interpolation_price_range
Mitsubishi,Eclipse,1,1,1,1991.0,1991.0,199500.0,199500.0,199500.0,490000.0,490000.0,490000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1991), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1991-1991,"199,500-199,500","490,000-490,000"
Mondial,E-Mon Buddy,1,1,1,2024.0,2024.0,6000.0,6000.0,6000.0,33000.0,33000.0,33000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 33,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2024-2024,"6,000-6,000","33,000-33,000"
Mondial,E-Mon Rigby,1,1,1,2023.0,2023.0,6000.0,6000.0,6000.0,31500.0,31500.0,31500.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 31,500 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2023-2023,"6,000-6,000","31,500-31,500"
Mondial,Lontana,1,1,1,2026.0,2026.0,0.0,0.0,0.0,43500.0,43500.0,43500.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 43,500 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2026-2026,0-0,"43,500-43,500"
Motolux,Cargo 7300 S,1,1,1,2025.0,2025.0,0.0,0.0,0.0,144000.0,144000.0,144000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 144,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2025-2025,0-0,"144,000-144,000"
Motolux,Cargo 8800,1,1,1,2026.0,2026.0,0.0,0.0,0.0,139990.0,139990.0,139990.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 139,990 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2026-2026,0-0,"139,990-139,990"
Motolux,F7,1,1,1,2026.0,2026.0,0.0,0.0,0.0,46999.0,46999.0,46999.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 46,999 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2026-2026,0-0,"46,999-46,999"
Motolux,Fayton 8100,1,1,1,2026.0,2026.0,11251.0,11251.0,11251.0,95000.0,95000.0,95000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 95,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2026-2026,"11,251-11,251","95,000-95,000"
Musatti,Marsilya 1600,1,1,1,2025.0,2025.0,0.0,0.0,0.0,89900.0,89900.0,89900.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 89,900 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2025-2025,0-0,"89,900-89,900"
Musatti,Marsilya Max 1600,1,1,1,2026.0,2026.0,0.0,0.0,0.0,99800.0,99800.0,99800.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 99,800 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2026-2026,0-0,"99,800-99,800"
Nissan,Altima,1,1,1,2008.0,2008.0,302000.0,302000.0,302000.0,635000.0,635000.0,635000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2008), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2008-2008,"302,000-302,000","635,000-635,000"
Nissan,GT-R,2,1,1,2011.0,2011.0,260000.0,260000.0,260000.0,695000.0,695000.0,695000.0,0.0,,1,brand_model,median,arabam=2,2,0,True,True,CRITICAL,3,1 gercek egitim kaydi (ham: 2). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).,False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2011-2011,"260,000-260,000","695,000-695,000"
Nissan,Murano,1,1,1,2011.0,2011.0,340000.0,340000.0,340000.0,1500000.0,1500000.0,1500000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,3,1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).,False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2011-2011,"340,000-340,000","1,500,000-1,500,000"
Nissan,Townstar,1,1,1,2025.0,2025.0,50.0,50.0,50.0,1125000.0,1125000.0,1125000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,3,1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).,False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2025-2025,50-50,"1,125,000-1,125,000"
Nissan,Vanette,1,1,1,2001.0,2001.0,255000.0,255000.0,255000.0,250000.0,250000.0,250000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2001), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 250,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2001-2001,"255,000-255,000","250,000-250,000"
Peugeot,605,1,1,1,1995.0,1995.0,245000.0,245000.0,245000.0,190000.0,190000.0,190000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1995), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 190,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1995-1995,"245,000-245,000","190,000-190,000"
Plymouth,Savoy,1,1,1,1952.0,1952.0,381696.0,381696.0,381696.0,1200000.0,1200000.0,1200000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1952), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1952-1952,"381,696-381,696","1,200,000-1,200,000"
Proton,Persona,1,1,1,1988.0,1988.0,343000.0,343000.0,343000.0,116750.0,116750.0,116750.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1988), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 116,750 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1988-1988,"343,000-343,000","116,750-116,750"
Proton,Saga,1,1,1,2010.0,2010.0,217000.0,217000.0,217000.0,260000.0,260000.0,260000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2010), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 260,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2010-2010,"217,000-217,000","260,000-260,000"
RKS,A1,1,1,1,2022.0,2022.0,6001.0,6001.0,6001.0,219000.0,219000.0,219000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 219,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2022-2022,"6,001-6,001","219,000-219,000"
RKS,MT3,2,1,1,2022.0,2022.0,6001.0,6001.0,6001.0,200000.0,200000.0,200000.0,0.0,,1,brand_model,median,kaggle=2,0,2,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 2). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 200,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2022-2022,"6,001-6,001","200,000-200,000"
Regal Raptor,K3 KLS,1,1,1,2025.0,2025.0,6001.0,6001.0,6001.0,120000.0,120000.0,120000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 120,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2025-2025,"6,001-6,001","120,000-120,000"
Regal Raptor,K5,1,1,1,2026.0,2026.0,0.0,0.0,0.0,99000.0,99000.0,99000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 99,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2026-2026,0-0,"99,000-99,000"
Relive,N1,2,1,1,2023.0,2023.0,29000.0,29000.0,29000.0,715000.0,715000.0,715000.0,0.0,,1,brand_model,median,arabam=2,2,0,True,True,CRITICAL,3,1 gercek egitim kaydi (ham: 2). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).,False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2023-2023,"29,000-29,000","715,000-715,000"
Rolls-Royce,Phantom,2,1,1,2023.0,2023.0,0.0,0.0,0.0,79500000.0,79500000.0,79500000.0,0.0,,1,brand_model,median,kaggle=2,0,2,True,True,CRITICAL,3,"1 gercek egitim kaydi (ham: 2). premium fiyat segmenti (medyan 79,500,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2023-2023,0-0,"79,500,000-79,500,000"
Rolls-Royce,Silver,1,1,1,1997.0,1997.0,900000.0,900000.0,900000.0,999999.0,999999.0,999999.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1997), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1997-1997,"900,000-900,000","999,999-999,999"
Rover,218,1,1,1,1997.0,1997.0,250000.0,250000.0,250000.0,155000.0,155000.0,155000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1997), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 155,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1997-1997,"250,000-250,000","155,000-155,000"
Rover,220,1,1,1,1995.0,1995.0,233000.0,233000.0,233000.0,190000.0,190000.0,190000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1995), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 190,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1995-1995,"233,000-233,000","190,000-190,000"
SFM,Express Max,1,1,1,2025.0,2025.0,0.0,0.0,0.0,119990.0,119990.0,119990.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 119,990 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2025-2025,0-0,"119,990-119,990"
Seat,Malaga,1,1,1,1999.0,1999.0,360000.0,360000.0,360000.0,190000.0,190000.0,190000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1999), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 190,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1999-1999,"360,000-360,000","190,000-190,000"
